Date,Boston Celtics,Miami Heat,Chicago Bulls,Orlando Magic,Los Angeles Clippers,Toronto Raptors,New Jersey Nets,Houston Rockets,Detroit Pistons,Milwaukee Bucks,Oklahoma City Thunder,Denver Nuggets,Memphis Grizzlies,New Orleans Hornets,Philadelphia 76ers,Los Angeles Lakers,Atlanta Hawks,Minnesota Timberwolves,Sacramento Kings,Utah Jazz,Indiana Pacers,Washington Wizards,Cleveland Cavaliers,New York Knicks,San Antonio Spurs,Dallas Mavericks,Phoenix Suns,Charlotte Bobcats,Portland Trail Blazers,Golden State Warriors
2012-01-05,1602.033943404071,1577.326574083477,1629.7539864081302,1571.1864250342055,1456.5052394643449,1412.2085788353115,1475.9295432416657,1490.234884982282,1452.4474235633818,1478.12332148745,1523.3927493166339,1525.6604341977884,1453.8285792393747,1504.1271164587895,1429.828108418179,1499.4508894132655,1664.3789803337397,1625.2885079799507,1451.512802245771,1499.4524778796988,1484.3357966147462,1453.680330344284,1528.4946200053114,1319.5979405173025,1513.6080512572228,1627.3153842131055,1527.0569551206092,1276.4211871924724,1604.9279364273727,1341.891232320063
2012-01-06,1630.6807025710177,1627.550524792485,1637.50898876471,1599.7143671263914,1520.1780975989436,1462.7717794171292,1447.2827840747188,1426.5620268476832,1444.692421206802,1478.12332148745,1523.3927493166339,1570.1088450120976,1469.965314979316,1487.6481261351664,1446.307098741802,1499.4508894132655,1664.3789803337397,1609.1517722400094,1407.0643914314617,1499.4524778796988,1434.1118459057382,1425.152388252098,1477.9314194234937,1305.0445468258647,1525.2573832133396,1646.7645417646959,1507.6077975690189,1290.9745808839102,1604.9279364273727,1330.2419003639461
2012-01-07,1630.6807025710177,1640.6862275464905,1637.50898876471,1599.7143671263914,1520.1780975989436,1462.7717794171292,1447.2827840747188,1426.5620268476832,1444.692421206802,1459.2613765272715,1523.3927493166339,1570.1088450120976,1469.965314979316,1487.6481261351664,1446.307098741802,1477.8698614861535,1651.2432775797342,1609.1517722400094,1425.9263363916402,1499.4524778796988,1434.1118459057382,1425.152388252098,1477.9314194234937,1305.0445468258647,1591.7926470039424,1580.2292779740933,1507.6077975690189,1290.9745808839102,1626.5089643544848,1330.2419003639461
2012-01-08,1596.9263245329282,1640.6862275464905,1651.942524567062,1585.2808313240394,1520.1780975989436,1446.1733244158877,1463.8812390759604,1399.3204161093363,1394.6489951670653,1459.2613765272715,1550.6343600549808,1578.322029668201,1445.2031796344859,1479.4349414790631,1496.3505247815388,1491.869784982857,1652.7357450560041,1584.5407090797999,1425.9263363916402,1524.2146132245289,1467.8662239438277,1413.131388674719,1502.5424825837033,1317.0655464032438,1591.7926470039424,1580.2292779740933,1580.034070176863,1289.4821134076403,1554.0826917466406,1316.2419768672426
2012-01-09,1596.9263245329282,1646.776917960989,1614.5625744988442,1590.3941112870882,1537.931047792283,1387.9243136231087,1457.7905486614618,1395.7732366170144,1361.4363012048436,1441.5084263339322,1554.1815395473027,1561.4163926852696,1445.2031796344859,1452.586641748679,1554.5995355743178,1491.869784982857,1690.115695124222,1594.1934751123779,1420.8130564285914,1526.097979212511,1493.509110824469,1403.4786226421409,1502.5424825837033,1350.2782403654655,1608.6982839868738,1607.0775777044773,1580.034070176863,1263.839226526999,1554.0826917466406,1314.3586108792604
2012-01-10,1596.9263245329282,1646.776917960989,1614.5625744988442,1590.3941112870882,1537.931047792283,1387.9243136231087,1457.7905486614618,1395.7732366170144,1361.4363012048436,1417.2441695198083,1591.8248601000923,1561.4163926852696,1423.3462291757112,1452.586641748679,1554.5995355743178,1513.7267354416317,1690.115695124222,1594.1934751123779,1420.8130564285914,1526.097979212511,1493.509110824469,1403.4786226421409,1463.7375767611609,1350.2782403654655,1571.0549634340841,1607.0775777044773,1604.2983269909869,1263.839226526999,1592.887597569183,1314.3586108792604
2012-01-11,1596.9263245329282,1646.776917960989,1633.9975514153564,1590.3941112870882,1537.931047792283,1434.8557410756832,1454.9298729275015,1395.7732366170144,1342.0013242883315,1417.2441695198083,1591.8248601000923,1536.1094123113048,1423.3462291757112,1477.8936221226438,1578.4104488949122,1513.7267354416317,1692.9763708581822,1547.2620476598033,1420.8130564285914,1526.097979212511,1469.6981975038746,1403.4786226421409,1463.7375767611609,1363.56456857563,1571.0549634340841,1607.0775777044773,1604.2983269909869,1250.5528983168347,1592.887597569183,1314.3586108792604
2012-01-12,1596.9263245329282,1607.0366668611716,1643.748869253222,1590.3941112870882,1516.665028743022,1393.901536002523,1454.9298729275015,1403.399147489,1337.6633396674679,1440.0203041146744,1595.897164336757,1536.1094123113048,1419.2739249390465,1477.8936221226438,1610.7820618063872,1563.4692915332284,1692.9763708581822,1537.5107298219377,1388.4414435171163,1546.840763555873,1469.6981975038746,1444.432827715301,1442.9947924177989,1363.56456857563,1548.278828839218,1611.415562325341,1554.5557708993902,1242.9269874448491,1614.153616618444,1354.0988619790778
2012-01-13,1588.1339875285519,1579.6895157103738,1660.9466315933964,1598.6564580789345,1544.0121798938198,1382.4134786789414,1435.4959621241064,1390.3875548303724,1337.6633396674679,1440.0203041146744,1603.7385332644837,1555.5433231147,1419.2739249390465,1470.052253194917,1573.065643002858,1570.386658945874,1638.644779701093,1537.5107298219377,1399.929500840698,1539.9233961432276,1524.0297886609637,1427.2350653751266,1442.9947924177989,1401.2809873791591,1561.2904214978455,1620.2078993297173,1554.5557708993902,1242.9269874448491,1605.8912698265976,1354.0988619790778
2012-01-14,1588.1339875285519,1579.6895157103738,1660.9466315933964,1602.0999622028771,1544.0121798938198,1382.4134786789414,1435.4959621241064,1390.3875548303724,1318.3641351694255,1459.3195086127168,1603.7385332644837,1555.5433231147,1448.3049671267145,1470.052253194917,1573.065643002858,1570.386658945874,1649.5486337105915,1537.5107298219377,1399.929500840698,1539.9233961432276,1524.0297886609637,1427.2350653751266,1465.9624857222639,1372.2499451914912,1561.2904214978455,1620.2078993297173,1531.5880775949252,1232.0231334353507,1605.8912698265976,1350.6553578551352
2012-01-15,1578.8994138769795,1543.1535111945977,1670.1812052449689,1602.0999622028771,1544.0121798938198,1377.7127167832114,1452.080401115678,1427.1876291847834,1331.3610185093298,1428.239181255649,1603.7385332644837,1592.079327630476,1448.3049671267145,1461.8593056620437,1610.6024966378013,1584.2331871466797,1649.5486337105915,1545.7036773548111,1363.129426486287,1539.9233961432276,1528.7305505566937,1389.6982117401833,1452.115957521458,1372.2499451914912,1605.6041181029718,1651.288226686785,1515.0036386033537,1219.0262500954464,1561.5775732214713,1350.6553578551352
2012-01-16,1537.7598060040987,1543.1535111945977,1680.7250108720355,1602.0999622028771,1572.2989496934426,1367.1689111561448,1426.4686298294303,1446.0754867693681,1317.819127291386,1428.239181255649,1617.1865250613162,1592.079327630476,1476.4773487658745,1433.6869240228837,1615.913919069544,1555.946417347057,1659.0761153876888,1536.1761956777138,1339.8123152921455,1565.5351674294752,1569.8701584295745,1384.3867893084407,1452.115957521458,1358.8019533946588,1605.6041181029718,1674.6053378809265,1515.0036386033537,1264.2399393259157,1542.6897156368866,1318.9835598426098
2012-01-17,1537.7598060040987,1543.1535111945977,1617.3906964905593,1605.8182373810257,1589.6941673023214,1358.7690935251521,1409.0734122205515,1455.1687487043048,1317.819127291386,1411.8663318149718,1617.1865250613162,1576.5601311981834,1539.8116631473506,1427.0293429116145,1632.2867685102212,1555.946417347057,1667.4759330186814,1536.1761956777138,1339.8123152921455,1581.0543638617678,1569.8701584295745,1375.293527373504,1456.8432850141246,1355.0836782165102,1628.3938761826457,1674.6053378809265,1492.2138805236798,1259.5126118332491,1549.3472967481557,1318.9835598426098
2012-01-18,1528.8212006296078,1543.1535111945977,1617.3906964905593,1605.8182373810257,1589.6941673023214,1358.7690935251521,1409.0734122205515,1455.1687487043048,1317.819127291386,1411.8663318149718,1626.125130435807,1576.5601311981834,1539.8116631473506,1427.0293429116145,1632.2867685102212,1577.054792355387,1667.4759330186814,1552.7744638442591,1323.2140471256002,1581.0543638617678,1569.8701584295745,1375.293527373504,1456.8432850141246,1355.0836782165102,1628.3938761826457,1653.4969628725964,1492.2138805236798,1259.5126118332491,1549.3472967481557,1318.9835598426098
2012-01-19,1528.8212006296078,1604.3212866128852,1648.213138064062,1611.30000717822,1528.8132285547285,1358.7690935251521,1409.0734122205515,1480.5676292989988,1292.420246696692,1405.7373128325887,1626.125130435807,1582.6891501805665,1539.8116631473506,1427.0293429116145,1632.2867685102212,1577.054792355387,1667.4759330186814,1552.7744638442591,1323.2140471256002,1641.9353026093606,1569.8701584295745,1375.293527373504,1433.1168861223387,1355.0836782165102,1567.2261007643583,1653.4969628725964,1461.3914389501772,1254.0308420360548,1549.3472967481557,1342.7099587343957
2012-01-20,1556.232692681703,1604.3212866128852,1648.213138064062,1603.5263352114482,1547.303413393697,1331.357601473057,1428.0330020043862,1480.5676292989988,1283.2681488689434,1405.7373128325887,1598.6798330948457,1593.0960763069743,1545.8137437382704,1421.0272623206947,1621.8798423838134,1577.054792355387,1677.9227673235423,1561.9265616720077,1354.03011193357,1641.9353026093606,1539.0540936216048,1402.7388247144654,1433.1168861223387,1350.598157718486,1574.9997727311302,1635.006778033628,1465.8769594482014,1254.0308420360548,1538.9004624432948,1323.750368950561
